beneficiary_address,amount_received
0xd6e0d365adf778963805a3aa87f17e0f0f5eaa78,0.099776815112998580637783352192037490766755106144876
0x7cb9c6d83aefe68180abe9c794eb2201a1d39a41,0.091337980003938999190806650762860190552651440451032
0x28d54120b47dfdc90cba0dcfa3599387d1e04915,0.073095204106413139298077605026256320972162633730514
0xb4f59e27f9562fc23d333ee9dbdfa5fad89f5f9a,0.068007082937715450484459299752781772313658952944518
0x70fcbeca02feea23b9a036c530f8346d2d717aea,0.051129412719596287590505896894427171885451621556828
0x9480fe3e9b12dc03eaa2ca3927437abff2f1c563,0.038347059539697215692879422670820378914088716167620
0xe767d84d45ef2b420dbaa921a706ddf9ab33229a,0.022089891903126551434733130211669991736918419022124
0x84eae603c90eb7965f8e3659b8e1c23f0c8fd989,0.021345288805268353071764597732624935835673977931492
0x42cfe6b0d061a7d728015e9a4fc8bd903ccfedcf,0.020476585191100454981634643173739037284222129992418
0xda50ece28829a6d767c7cd5883311fbba754e5b8,0.020476585191100454981634643173739037284222129992418
0xc60a0aa6d6901716905738c592fcd50b12a86710,0.014643860924544567805047805421219432724474008115790
0x157ca28ac9bd4208a728cb629c20246e7de294f2,0.0074460309785819836296853247904505590124444109063342
0x759ec7d623ccf175e4a550d56381dc58a8a2c323,0.0068255283970334849938782143912463457614073766641396
0x8efd7a52e95f828940d66b534c91947c51114ba9,0.0059568247828655869037482598323604472099555287250674
0x5a03c3b5d955334717dccf4cb8b85122019893e4,0.0059568247828655869037482598323604472099555287250672
0x9f23bf5eae00189b255120b07b21dbc449762ce2,0.0038471160056006915420040844750661221564296123016060
0x42df3dabba6905a5044364aa01f4b461d572fd57,0.0026061108425036942703898636766576956543555438172170
0x7c6d1100289bc41722e62bd0c3cbfd8458cc36e7,0.0024820103261939945432284415968168530041481369687780
0x4bd2a815aea8ff99e903a5428567138bd3317c85,0.0011169046467872975444527987185675838518666616359501
